# SDTrimSP: VERSION 7.01    04.01.2026
SDTrimSP - Sat. Jan 03 21:23:02 2026                                            
           2       number species of projectiles
# DEPTH DISTRIBUTIONS (PROJECTILES), COMPONENT( 1): V    
           2             0.     0.0000          number of depth ,nproj,e_tot [MeV]
#         [A]     [number]     [number]        [MeV]        [MeV]        [MeV]        [MeV]     [number]     [number]
#DEPTH/LENGTH        STOPS   PATHLENGTH    NUCL.LOSS   ELECT.LOSS  NUC.LOSS<ED  NUC.LOSS>ED   NUM.COLL.       NRT-DPA
  1.16000E+02  1.71950E+04  7.56300E+03  2.70937E+01  1.34157E+01  3.88353E+00  2.32101E+01  2.66304E+06  2.99820E+05
  1.24000E+02  1.51530E+04  7.07900E+03  2.15395E+01  1.11554E+01  3.34148E+00  1.81980E+01  2.27529E+06  2.36681E+05
  1.32000E+02  1.32430E+04  6.84800E+03  1.71598E+01  9.23604E+00  2.84006E+00  1.43198E+01  1.92942E+06  1.87200E+05
  1.40000E+02  1.15010E+04  6.48700E+03  1.33090E+01  7.61249E+00  2.40680E+00  1.09022E+01  1.62779E+06  1.43331E+05
  1.48000E+02  9.85700E+03  6.00100E+03  1.05600E+01  6.30014E+00  2.03397E+00  8.52603E+00  1.37744E+06  1.12494E+05
  1.56000E+02  8.36000E+03  5.63200E+03  8.30699E+00  5.24646E+00  1.71044E+00  6.59656E+00  1.16580E+06  8.77634E+04
  1.64000E+02  7.22700E+03  5.38700E+03  6.48795E+00  4.40251E+00  1.45171E+00  5.03624E+00  9.95535E+05  6.73100E+04
  1.72000E+02  6.05300E+03  5.11800E+03  5.11780E+00  3.71055E+00  1.23213E+00  3.88567E+00  8.50851E+05  5.23940E+04
  1.80000E+02  5.19100E+03  4.89600E+03  4.00523E+00  3.12918E+00  1.04249E+00  2.96274E+00  7.29297E+05  4.02304E+04
  1.88000E+02  4.40700E+03  4.59000E+03  3.19830E+00  2.65805E+00  8.90035E-01  2.30826E+00  6.29865E+05  3.15689E+04
  1.96000E+02  3.87600E+03  4.38900E+03  2.65452E+00  2.28867E+00  7.77430E-01  1.87709E+00  5.51449E+05  2.58069E+04
  2.04000E+02  3.39000E+03  4.01600E+03  2.17716E+00  1.98620E+00  6.71652E-01  1.50551E+00  4.84523E+05  2.07251E+04
  2.12000E+02  2.90000E+03  3.80600E+03  1.76865E+00  1.72131E+00  5.84282E-01  1.18437E+00  4.25457E+05  1.63941E+04
  2.20000E+02  2.36600E+03  3.56100E+03  1.47304E+00  1.49558E+00  5.09929E-01  9.63109E-01  3.75832E+05  1.33975E+04
  2.28000E+02  2.28400E+03  3.62900E+03  1.23199E+00  1.30854E+00  4.58374E-01  7.73611E-01  3.36957E+05  1.08881E+04
  2.36000E+02  1.99500E+03  3.32400E+03  1.08016E+00  1.14858E+00  4.14528E-01  6.65633E-01  3.02955E+05  9.30866E+03
  2.44000E+02  1.90700E+03  3.16900E+03  9.62308E-01  1.01589E+00  3.80463E-01  5.81845E-01  2.75077E+05  8.17784E+03
  2.52000E+02  1.68600E+03  2.88000E+03  8.25948E-01  8.92742E-01  3.45749E-01  4.80198E-01  2.47435E+05  6.83780E+03
  2.60000E+02  1.61000E+03  2.86200E+03  7.39602E-01  7.81451E-01  3.22276E-01  4.17326E-01  2.24209E+05  5.93868E+03
  2.68000E+02  1.50000E+03  2.73900E+03  6.46048E-01  6.77295E-01  2.98070E-01  3.47979E-01  2.01040E+05  5.03717E+03
  2.76000E+02  1.49100E+03  2.54900E+03  5.71543E-01  5.84186E-01  2.77787E-01  2.93756E-01  1.80779E+05  4.23320E+03
  2.84000E+02  1.47400E+03  2.42200E+03  5.37340E-01  5.03671E-01  2.59266E-01  2.78074E-01  1.62198E+05  4.04943E+03
  2.92000E+02  1.44800E+03  2.34400E+03  4.58669E-01  4.26432E-01  2.42116E-01  2.16554E-01  1.43443E+05  3.18899E+03
  3.00000E+02  1.40000E+03  2.25100E+03  4.05991E-01  3.53597E-01  2.19662E-01  1.86329E-01  1.23649E+05  2.77715E+03
  3.08000E+02  1.36300E+03  2.12400E+03  3.55305E-01  2.88487E-01  1.96879E-01  1.58426E-01  1.06017E+05  2.36892E+03
  3.16000E+02  1.18600E+03  2.17600E+03  3.05300E-01  2.27149E-01  1.69655E-01  1.35646E-01  8.74510E+04  2.08144E+03
  3.24000E+02  1.22200E+03  2.04900E+03  2.45301E-01  1.77665E-01  1.46922E-01  9.83794E-02  7.23760E+04  1.50198E+03
  3.32000E+02  1.02000E+03  1.97700E+03  1.94384E-01  1.32771E-01  1.19215E-01  7.51687E-02  5.61090E+04  1.18536E+03
  3.40000E+02  8.82000E+02  1.80600E+03  1.53382E-01  9.72211E-02  9.43378E-02  5.90444E-02  4.27190E+04  9.25669E+02
  3.48000E+02  6.79000E+02  1.71700E+03  1.13023E-01  6.75528E-02  7.13278E-02  4.16947E-02  3.09790E+04  6.89366E+02
  3.56000E+02  5.06000E+02  1.67000E+03  8.07006E-02  4.59768E-02  5.02674E-02  3.04331E-02  2.17610E+04  4.81041E+02
  3.64000E+02  3.91000E+02  1.64000E+03  5.63416E-02  3.02598E-02  3.63520E-02  1.99896E-02  1.51060E+04  3.34006E+02
  3.72000E+02  2.67000E+02  1.56200E+03  3.68035E-02  1.86627E-02  2.41861E-02  1.26174E-02  9.83800E+03  2.08731E+02
  3.80000E+02  2.07000E+02  1.49300E+03  2.34559E-02  1.06593E-02  1.59807E-02  7.47514E-03  6.13000E+03  1.30028E+02
  3.88000E+02  1.17000E+02  1.48100E+03  1.25629E-02  5.30796E-03  8.84475E-03  3.71813E-03  3.21300E+03  6.93539E+01
  3.96000E+02  5.50000E+01  1.38000E+03  5.25556E-03  2.29138E-03  4.02995E-03  1.22561E-03  1.49400E+03  1.80000E+01
  4.04000E+02  4.00000E+01  1.33200E+03  2.37017E-03  9.31647E-04  1.89948E-03  4.70692E-04  6.98000E+02  8.00000E+00
  4.12000E+02  1.00000E+01  1.30200E+03  6.92109E-04  2.99986E-04  6.21702E-04  7.04075E-05  2.22000E+02  2.00000E+00
  4.20000E+02  3.00000E+00  1.27400E+03  2.33689E-04  9.28541E-05  1.78414E-04  5.52747E-05  6.80000E+01  0.00000E+00
  4.28000E+02  2.00000E+00  1.17800E+03  6.57274E-05  2.88955E-05  6.57274E-05  0.00000E+00  2.70000E+01  0.00000E+00
  4.36000E+02  0.00000E+00  1.13500E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  4.44000E+02  0.00000E+00  1.13300E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  4.52000E+02  0.00000E+00  1.10400E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  4.60000E+02  0.00000E+00  1.05000E+03  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  4.68000E+02  0.00000E+00  9.43000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  4.76000E+02  0.00000E+00  9.79000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  4.84000E+02  0.00000E+00  9.63000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  4.92000E+02  0.00000E+00  8.65000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  5.00000E+02  0.00000E+00  8.87000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  5.08000E+02  0.00000E+00  8.12000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  5.16000E+02  0.00000E+00  8.32000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  5.24000E+02  0.00000E+00  8.03000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  5.32000E+02  0.00000E+00  7.86000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  5.40000E+02  0.00000E+00  7.79000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  5.48000E+02  0.00000E+00  7.00000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  5.56000E+02  0.00000E+00  7.26000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  5.64000E+02  0.00000E+00  6.73000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  5.72000E+02  0.00000E+00  6.70000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  5.80000E+02  0.00000E+00  6.47000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  5.88000E+02  0.00000E+00  6.50000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  5.96000E+02  0.00000E+00  5.94000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  6.04000E+02  0.00000E+00  5.97000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  6.12000E+02  0.00000E+00  6.45000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  6.20000E+02  0.00000E+00  5.96000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  6.28000E+02  0.00000E+00  6.04000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  6.36000E+02  0.00000E+00  5.73000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  6.44000E+02  0.00000E+00  5.41000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  6.52000E+02  0.00000E+00  5.43000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  6.60000E+02  0.00000E+00  5.03000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  6.68000E+02  0.00000E+00  5.34000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  6.76000E+02  0.00000E+00  5.08000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  6.84000E+02  0.00000E+00  4.65000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  6.92000E+02  0.00000E+00  4.79000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  7.00000E+02  0.00000E+00  4.58000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  7.08000E+02  0.00000E+00  4.58000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  7.16000E+02  0.00000E+00  4.51000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  7.24000E+02  0.00000E+00  4.83000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  7.32000E+02  0.00000E+00  4.37000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  7.40000E+02  0.00000E+00  3.86000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  7.48000E+02  0.00000E+00  4.26000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  7.56000E+02  0.00000E+00  4.03000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  7.64000E+02  0.00000E+00  3.75000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  7.72000E+02  0.00000E+00  3.94000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  7.80000E+02  0.00000E+00  3.38000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  7.88000E+02  0.00000E+00  3.64000E+02  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  7.96000E+02  0.00000E+00  3.93040E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
#         sum  4.43256E+05  4.43256E+05  1.31127E+03  6.44219E+02  1.32122E+02  1.17915E+03  1.01493E+08  1.47114E+07
  

# CPT.  AVERAGE DEPTH    STAND.DEV.       SKEWNESS      KURTOSIS       E    
   1     0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    Rp 
   2     9.45586E+01    6.71145E+01    1.40144E+00    5.33489E+00    0.00000E+00    Rp 
